cod_curso;cod_ies;cod_municipio;cod_area;area;modalidade;conceito_enade_faixa;conceito_enade_continuo;conceito_enade_ano;inscritos;participantes;conceito_curso_faixa;conceito_curso_continuo;conceito_curso_ano
388;4;1302603;22;Ciências Contábeis;Presencial;3;2.46373;2018;64;52;3;2.36007;2018
389;4;1302603;12;Medicina;Presencial;3;2.79290;2016;36;35;3;2.53410;2016
390;4;1302603;19;Farmácia;Presencial;4;3.70370;2016;28;28;4;2.95140;2016
391;4;1302603;6;Odontologia;Presencial;5;4.21020;2016;23;23;4;3.82330;2016
392;4;1302603;1;Administração;Presencial;4;3.39242;2018;171;149;3;2.94410;2018
395;4;1302603;803;Comunicação Social - Jornalismo;Presencial;4;3.91464;2018;28;27;3;2.90589;2018
396;4;1302603;3502;Educação Física (Licenciatura);Presencial;4;3.70080;2017;73;49;4;3.07240;2017
397;4;1302603;1402;Física (Licenciatura);Presencial;3;2.13610;2017;20;17;3;2.65860;2017
398;4;1302603;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.23780;2017;37;30;4;3.35150;2017
399;4;1302603;17;Agronomia;Presencial;3;2.21760;2016;15;15;4;3.33260;2016
402;4;1302603;2402;História (Licenciatura);Presencial;3;2.87720;2017;72;61;4;3.46390;2017
403;4;1302603;3002;Geografia (Licenciatura);Presencial;3;2.71200;2017;40;36;3;2.90500;2017
407;4;1302603;5401;Ciências Sociais (Bacharelado);Presencial;2;0.94510;2017;42;33;3;2.68180;2017
2133;4;1302603;23;Enfermagem;Presencial;4;3.79790;2016;39;37;4;3.21090;2016
18353;4;1302603;18;Psicologia;Presencial;4;3.76462;2018;59;59;4;3.09421;2018
27733;4;1302603;6407;Letras - Inglês;Presencial;3;2.51850;2017;48;39;3;2.40290;2017
34646;4;1302603;904;Letras-Português (Licenciatura);Presencial;4;3.40790;2017;78;58;3;2.91720;2017
62484;4;1302603;4004;Ciência Da Computação (Bacharelado);Presencial;4;3.65500;2017;54;53;4;3.74650;2017
62486;4;1302603;4301;Música (Licenciatura);Presencial;2;1.61710;2017;35;27;3;2.15830;2017
62512;4;1302603;2501;Artes Visuais (Licenciatura);Presencial;2;1.89460;2017;30;28;3;2.13060;2017
65424;4;1302603;51;Zootecnia;Presencial;5;4.05430;2016;8;6;4;3.86000;2016
84288;4;1302603;4003;Engenharia Da Computação;Presencial;4;3.34020;2017;32;31;4;3.02260;2017
84526;4;1302603;6208;Engenharia De Produção;Presencial;3;2.72580;2017;80;57;3;2.48190;2017
101606;4;1300607;906;Letras-Português E Espanhol (Licenciatura);Presencial;1;0.43820;2017;51;46;3;2.21100;2017
101608;4;1300607;1;Administração;Presencial;2;1.75499;2018;31;27;3;2.20456;2018
101614;4;1300607;2001;Pedagogia (Licenciatura);Presencial;1;0.68830;2017;56;39;3;2.18420;2017
101620;4;1301704;17;Agronomia;Presencial;2;1.18390;2016;16;15;2;1.79600;2016
101622;4;1301704;6307;Engenharia Ambiental;Presencial;1;0.79470;2017;21;20;2;1.37200;2017
101639;4;1301704;2001;Pedagogia (Licenciatura);Presencial;2;1.08940;2017;36;26;3;2.22000;2017
101641;4;1301704;905;Letras-Português E Inglês (Licenciatura);Presencial;2;1.08930;2017;33;29;3;2.08340;2017
101645;4;1301209;28;Nutrição;Presencial;2;1.23670;2016;8;6;2;1.45150;2016
101651;4;1301209;36;Fisioterapia;Presencial;2;1.92240;2016;15;15;3;2.02780;2016
101653;4;1301209;23;Enfermagem;Presencial;3;2.41290;2016;21;21;3;2.46770;2016
104364;4;1302603;3501;Educação Física (Bacharelado);Presencial;5;4.30280;2016;13;12;4;3.42760;2016
104366;4;1302603;3501;Educação Física (Bacharelado);Presencial;3;2.93170;2016;19;15;4;3.05830;2016
112086;4;1301902;4006;Sistemas De Informação;Presencial;2;1.42860;2017;22;16;3;2.31710;2017
112088;4;1301902;6208;Engenharia De Produção;Presencial;2;1.45720;2017;37;33;3;2.10560;2017
112090;4;1301902;19;Farmácia;Presencial;2;1.91370;2016;22;22;3;2.41120;2016
112092;4;1301902;1501;Química (Bacharelado);Presencial;1;0.24210;2017;12;9;3;2.21590;2017
112098;4;1303403;38;Serviço Social;Presencial;3;2.49017;2018;45;39;4;2.98876;2018
112100;4;1303403;2001;Pedagogia (Licenciatura);Presencial;3;2.46700;2017;27;24;3;2.88050;2017
112102;4;1303403;3502;Educação Física (Licenciatura);Presencial;3;2.24710;2017;57;52;3;2.70520;2017
112104;4;1303403;803;Comunicação Social - Jornalismo;Presencial;1;0.46391;2018;36;32;3;2.04571;2018
112106;4;1303403;1;Administração;Presencial;3;2.46710;2018;35;30;3;2.56910;2018
112108;4;1303403;51;Zootecnia;Presencial;2;1.57480;2016;15;14;2;1.81150;2016
112290;4;1302603;36;Fisioterapia;Presencial;4;3.90920;2016;22;21;4;3.02350;2016
116832;4;1302603;26;Design;Presencial;4;3.42477;2018;56;41;4;2.95254;2018
118408;4;1302603;5806;Engenharia Elétrica;Presencial;4;2.96340;2017;9;8;3;2.84550;2017
118410;4;1302603;5806;Engenharia Elétrica;Presencial;3;2.55310;2017;32;25;3;2.78080;2017
118412;4;1302603;5806;Engenharia Elétrica;Presencial;4;3.21750;2017;43;32;4;3.12860;2017
122628;4;1302603;5902;Engenharia Mecânica;Presencial;4;2.95540;2017;33;32;3;2.70700;2017
122630;4;1302603;6306;Engenharia;Presencial;3;2.16050;2017;19;16;3;2.88010;2017
122634;4;1302603;4006;Sistemas De Informação;Presencial;3;2.87290;2017;40;31;4;3.27670;2017
122640;4;1302603;21;Arquitetura E Urbanismo;Presencial;4;3.34850;2017;64;50;3;2.41110;2017
122642;4;1302603;6306;Engenharia;Presencial;3;2.37760;2017;54;46;3;2.28800;2017
122644;4;1302603;6008;Engenharia Química;Presencial;3;2.70130;2017;62;54;3;2.52320;2017
300379;4;1302603;701;Matemática (Bacharelado);Presencial;2;1.66680;2017;7;6;4;3.48720;2017
300403;4;1302603;3001;Geografia (Bacharelado);Presencial;4;3.39070;2017;19;15;4;3.39950;2017
1103469;4;1303403;2501;Artes Visuais (Licenciatura);Presencial;1;0.19070;2017;41;36;2;1.85320;2017
1106983;4;1302603;1501;Química (Bacharelado);Presencial;3;2.27940;2017;21;21;3;2.89700;2017
1106984;4;1302603;1401;Física (Bacharelado);Presencial;3;2.17470;2017;6;5;4;3.13240;2017
1110779;4;1302603;1601;Ciências Biológicas (Bacharelado);Presencial;4;3.14730;2017;21;15;4;3.31760;2017
1167036;4;1302603;6002;Engenharia De Alimentos;Presencial;2;1.78440;2017;14;14;3;2.25090;2017
1171749;4;1301902;6306;Engenharia;Presencial;2;1.04970;2017;14;14;3;2.44400;2017
5000500;4;1302603;701;Matemática (Bacharelado);Presencial;2;1.40130;2017;7;7;3;2.58300;2017
484;5;2211001;12;Medicina;Presencial;4;3.55740;2016;45;45;3;2.79820;2016
485;5;2211001;6;Odontologia;Presencial;5;4.18370;2016;50;49;4;3.36570;2016
486;5;2211001;23;Enfermagem;Presencial;5;4.49680;2016;48;48;4;3.48450;2016
487;5;2211001;3502;Educação Física (Licenciatura);Presencial;3;1.95060;2017;321;292;3;2.74390;2017
488;5;2211001;28;Nutrição;Presencial;4;3.44180;2016;73;69;3;2.80900;2016
490;5;2211001;22;Ciências Contábeis;Presencial;5;4.40847;2018;70;59;4;3.04971;2018
491;5;2211001;2;Direito;Presencial;5;5.00000;2018;85;78;4;3.13176;2018
492;5;2211001;13;Ciências Econômicas;Presencial;3;2.44502;2018;75;55;3;2.61064;2018
494;5;2211001;2402;História (Licenciatura);Presencial;3;2.70030;2017;104;65;3;2.78210;2017
495;5;2211001;3002;Geografia (Licenciatura);Presencial;4;3.53940;2017;65;45;4;3.00930;2017
496;5;2211001;3202;Filosofia (Licenciatura);Presencial;3;1.98580;2017;37;33;3;2.82050;2017
497;5;2211001;38;Serviço Social;Presencial;5;4.66414;2018;34;30;4;3.18846;2018
498;5;2211001;5401;Ciências Sociais (Bacharelado);Presencial;3;2.00130;2017;10;7;3;2.19230;2017
500;5;2207702;1;Administração;Presencial;4;3.06958;2018;56;50;3;2.59004;2018
501;5;2207702;22;Ciências Contábeis;Presencial;3;2.81952;2018;43;36;3;2.40480;2018
502;5;2207702;13;Ciências Econômicas;Presencial;2;1.30371;2018;34;31;2;1.86949;2018
504;5;2211001;5;Medicina Veterinária;Presencial;4;3.43090;2016;53;52;4;3.09910;2016
508;5;2211001;17;Agronomia;Presencial;3;2.57560;2016;43;42;3;2.85050;2016
512;5;2211001;5710;Engenharia Civil;Presencial;5;4.09100;2017;123;113;3;2.85830;2017
513;5;2211001;4004;Ciência Da Computação (Bacharelado);Presencial;3;2.61000;2017;65;53;3;2.92970;2017
516;5;2211001;19;Farmácia;Presencial;5;4.78770;2016;25;23;4;3.17560;2016
517;5;2211001;21;Arquitetura E Urbanismo;Presencial;5;4.13830;2017;91;82;3;2.73610;2017
518;5;2211001;1401;Física (Bacharelado);Presencial;3;2.49840;2017;11;7;4;3.01510;2017
519;5;2211001;1501;Química (Bacharelado);Presencial;3;2.17640;2017;33;30;3;2.53320;2017
520;5;2211001;701;Matemática (Bacharelado);Presencial;2;1.16380;2017;10;8;2;1.74970;2017
525;5;2211001;1601;Ciências Biológicas (Bacharelado);Presencial;4;2.98970;2017;50;47;3;2.74290;2017
18373;5;2211001;1;Administração;Presencial;4;3.70142;2018;111;79;3;2.64837;2018
22129;5;2211001;803;Comunicação Social - Jornalismo;Presencial;4;3.37577;2018;73;60;3;2.83724;2018
32832;5;2211001;904;Letras-Português (Licenciatura);Presencial;3;2.03420;2017;125;104;3;2.64300;2017
33221;5;2208007;2001;Pedagogia (Licenciatura);Presencial;4;3.31670;2017;33;25;3;2.71710;2017
56030;5;2211001;6407;Letras - Inglês;Presencial;3;2.28070;2017;52;45;3;2.86590;2017
73192;5;2211001;2001;Pedagogia (Licenciatura);Presencial;4;3.20900;2017;284;216;4;3.05370;2017
94086;5;2208007;904;Letras-Português (Licenciatura);Presencial;3;2.20790;2017;34;29;3;2.33590;2017
99714;5;2201903;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.73340;2017;70;64;3;2.77060;2017
99718;5;2201903;6405;Engenharia Florestal;Presencial;2;1.78170;2017;64;57;3;2.76910;2017
99722;5;2201903;51;Zootecnia;Presencial;2;1.52480;2016;17;17;3;2.59560;2016
99728;5;2207702;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.07240;2017;78;70;3;2.89850;2017
99860;5;2208007;1602;Ciências Biológicas (Licenciatura);Presencial;3;1.99110;2017;75;65;3;2.78490;2017
99864;5;2208007;23;Enfermagem;Presencial;4;3.42960;2016;34;31;3;2.87200;2016
99870;5;2208007;1;Administração;Presencial;3;2.70733;2018;77;68;3;2.51228;2018
99916;5;2201903;17;Agronomia;Presencial;3;2.83860;2016;74;53;4;3.24860;2016
99921;5;2207702;29;Turismo;Presencial;2;1.50188;2018;79;68;3;2.09766;2018
102530;5;2207702;18;Psicologia;Presencial;4;3.46696;2018;82;77;4;3.04297;2018
102564;5;2207702;36;Fisioterapia;Presencial;4;3.38660;2016;70;68;3;2.91930;2016
102566;5;2207702;55;Biomedicina;Presencial;3;2.52270;2016;24;18;3;2.73940;2016
102576;5;2207702;702;Matemática (Licenciatura);Presencial;2;1.77060;2017;41;41;3;2.30320;2017
102580;5;2208007;28;Nutrição;Presencial;3;2.18680;2016;34;33;3;2.35780;2016
102588;5;2208007;702;Matemática (Licenciatura);Presencial;2;1.45700;2017;60;52;3;2.01740;2017
102590;5;2208007;4006;Sistemas De Informação;Presencial;3;2.64860;2017;48;39;3;2.69970;2017
102675;5;2201903;5;Medicina Veterinária;Presencial;2;1.31160;2016;34;29;3;2.56990;2016
104018;5;2208007;2402;História (Licenciatura);Presencial;3;2.21790;2017;110;77;3;2.71580;2017
104156;5;2207702;2001;Pedagogia (Licenciatura);Presencial;4;3.01580;2017;45;45;4;3.03590;2017
104726;5;2211001;2001;Pedagogia (Licenciatura);A Distância;2;1.29640;2017;445;390;3;2.52340;2017
108006;5;2211001;1;Administração;A Distância;3;2.31137;2018;545;467;3;2.75661;2018
108660;5;2211001;4006;Sistemas De Informação;A Distância;2;1.39380;2017;165;107;3;2.24070;2017
109356;5;2211001;702;Matemática (Licenciatura);A Distância;1;0.57140;2017;55;14;3;1.95030;2017
109394;5;2211001;3202;Filosofia (Licenciatura);A Distância;1;0.06620;2017;354;286;3;2.43310;2017
116406;5;2211001;6208;Engenharia De Produção;Presencial;4;3.24080;2017;78;74;3;2.52220;2017
116408;5;2211001;5806;Engenharia Elétrica;Presencial;3;2.88170;2017;59;56;3;2.67000;2017
116410;5;2211001;5902;Engenharia Mecânica;Presencial;4;3.29310;2017;63;56;3;2.66940;2017
116632;5;2203909;23;Enfermagem;Presencial;5;3.97650;2016;32;31;4;3.12080;2016
116638;5;2203909;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.15570;2017;50;49;3;2.78580;2017
116640;5;2203909;1;Administração;Presencial;3;2.32099;2018;84;60;3;2.35777;2018
116642;5;2203909;2001;Pedagogia (Licenciatura);Presencial;3;2.20880;2017;102;94;3;2.57910;2017
123498;5;2211001;100;Administração Pública;A Distância;2;1.71012;2018;31;15;2;1.76396;2018
300518;5;2211001;1402;Física (Licenciatura);Presencial;2;1.38970;2017;46;32;3;2.54720;2017
300520;5;2211001;702;Matemática (Licenciatura);Presencial;3;2.43250;2017;71;58;3;2.81780;2017
1105124;5;2211001;4301;Música (Licenciatura);Presencial;2;1.92770;2017;47;41;3;2.17430;2017
1105133;5;2211001;2501;Artes Visuais (Licenciatura);Presencial;2;1.29890;2017;104;80;3;2.45580;2017
1105789;5;2211001;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.63720;2017;41;34;3;2.90600;2017
1105815;5;2211001;5402;Ciências Sociais (Licenciatura);Presencial;4;3.19750;2017;13;9;4;2.99950;2017
1105825;5;2211001;2401;História (Bacharelado);Presencial;2;1.74770;2017;5;2;3;2.54270;2017
1105828;5;2211001;1502;Química (Licenciatura);Presencial;2;1.41040;2017;63;49;3;2.33020;2017
1105897;5;2211001;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.49290;2017;29;23;4;3.14070;2017
1186923;5;2211001;6407;Letras - Inglês;A Distância;1;0.88630;2017;29;14;3;2.38910;2017
1270463;5;2211001;904;Letras-Português (Licenciatura);A Distância;1;0.83970;2017;19;6;3;2.72520;2017
586;6;3146107;5710;Engenharia Civil;Presencial;4;3.89160;2017;77;71;4;3.03420;2017
587;6;3146107;6306;Engenharia;Presencial;4;3.01060;2017;26;26;4;3.10260;2017
589;6;3146107;6306;Engenharia;Presencial;3;2.73940;2017;36;34;4;3.04430;2017
590;6;3146107;19;Farmácia;Presencial;4;3.58230;2016;51;46;4;3.13320;2016
591;6;3146107;28;Nutrição;Presencial;4;3.61380;2016;34;29;4;3.26050;2016
592;6;3140001;2402;História (Licenciatura);Presencial;4;3.65480;2017;18;13;4;3.32210;2017
593;6;3140001;904;Letras-Português (Licenciatura);Presencial;4;3.04480;2017;30;26;3;2.87070;2017
594;6;3146107;4004;Ciência Da Computação (Bacharelado);Presencial;5;4.06750;2017;26;26;4;3.63740;2017
595;6;3146107;3202;Filosofia (Licenciatura);Presencial;4;3.38660;2017;8;5;4;3.70570;2017
596;6;3146107;2;Direito;Presencial;5;4.13957;2018;107;98;4;3.24046;2018
18875;6;3146107;6208;Engenharia De Produção;Presencial;4;3.86220;2017;59;58;4;3.18440;2017
18876;6;3146107;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.06140;2017;18;13;4;3.23960;2017
18877;6;3146107;702;Matemática (Licenciatura);Presencial;5;4.50190;2017;4;4;5;4.50690;2017
21158;6;3146107;4301;Música (Licenciatura);Presencial;4;3.59220;2017;10;10;4;3.31160;2017
21159;6;3146107;1501;Química (Bacharelado);Presencial;3;2.77370;2017;19;18;3;2.85630;2017
21160;6;3146107;1401;Física (Bacharelado);Presencial;2;1.60590;2017;5;5;4;2.96290;2017
41622;6;3146107;29;Turismo;Presencial;4;3.61930;2018;16;14;3;2.77128;2018
41624;6;3146107;6307;Engenharia Ambiental;Presencial;5;4.13440;2017;13;13;4;3.56590;2017
41626;6;3146107;5814;Engenharia De Controle E Automação;Presencial;3;2.72630;2017;89;84;4;2.98320;2017
61560;6;3136207;6208;Engenharia De Produção;Presencial;4;3.46800;2017;56;50;3;2.88740;2017
80779;6;3136207;4006;Sistemas De Informação;Presencial;5;4.29970;2017;26;23;4;3.42690;2017
103596;6;3146107;12;Medicina;Presencial;4;3.13250;2016;75;73;4;3.17050;2016
111502;6;3146107;100;Administração Pública;A Distância;2;1.72359;2018;30;10;3;2.26329;2018
111504;6;3146107;2001;Pedagogia (Licenciatura);A Distância;3;2.41710;2017;229;195;3;2.73550;2017
111506;6;3146107;702;Matemática (Licenciatura);A Distância;2;1.57630;2017;11;11;3;2.20400;2017
112592;6;3146107;1502;Química (Licenciatura);Presencial;4;2.97800;2017;7;7;4;3.42340;2017
112594;6;3140001;1;Administração;Presencial;5;4.21823;2018;76;75;4;3.27822;2018
112596;6;3146107;21;Arquitetura E Urbanismo;Presencial;4;3.94310;2017;45;43;4;3.20810;2017
112598;6;3140001;803;Comunicação Social - Jornalismo;Presencial;5;4.08477;2018;100;83;4;3.54923;2018
112600;6;3146107;3502;Educação Física (Licenciatura);Presencial;5;3.99650;2017;28;26;4;3.43600;2017
112606;6;3140001;2001;Pedagogia (Licenciatura);Presencial;4;3.64410;2017;43;41;4;2.99280;2017
121665;6;3146107;5902;Engenharia Mecânica;Presencial;4;2.97640;2017;62;60;3;2.81560;2017
121669;6;3140001;38;Serviço Social;Presencial;5;4.09198;2018;51;38;4;3.40922;2018
121677;6;3140001;13;Ciências Econômicas;Presencial;3;2.29660;2018;66;58;3;2.84528;2018
121679;6;3136207;4003;Engenharia Da Computação;Presencial;4;3.15790;2017;16;15;3;2.77650;2017
121681;6;3136207;5806;Engenharia Elétrica;Presencial;4;3.04840;2017;58;56;3;2.93980;2017
300592;6;3140001;2401;História (Bacharelado);Presencial;5;4.25240;2017;13;10;5;3.95040;2017
300593;6;3140001;903;Letras-Português (Bacharelado);Presencial;4;3.40980;2017;16;12;4;3.64560;2017
300595;6;3146107;3201;Filosofia (Bacharelado);Presencial;4;3.45900;2017;6;4;4;3.22370;2017
318876;6;3146107;1601;Ciências Biológicas (Bacharelado);Presencial;5;4.09520;2017;5;5;4;3.74170;2017
318877;6;3146107;701;Matemática (Bacharelado);Presencial;5;4.22190;2017;2;2;5;4.13440;2017
1083188;6;3146107;3501;Educação Física (Bacharelado);Presencial;4;3.72410;2016;24;20;4;3.13090;2016
1168454;6;3146107;1402;Física (Licenciatura);Presencial;3;2.54140;2017;3;3;3;2.80630;2017
1177731;6;3146107;3002;Geografia (Licenciatura);A Distância;2;1.65230;2017;15;15;3;2.54920;2017
614;7;3548906;4004;Ciência Da Computação (Bacharelado);Presencial;4;3.54730;2017;77;72;4;3.29460;2017
615;7;3548906;5710;Engenharia Civil;Presencial;4;3.88400;2017;124;121;4;2.97140;2017
616;7;3548906;6306;Engenharia;Presencial;4;3.81170;2017;95;80;4;3.42400;2017
619;7;3548906;6008;Engenharia Química;Presencial;5;4.05690;2017;113;107;4;3.49690;2017
621;7;3548906;1602;Ciências Biológicas (Licenciatura);Presencial;5;4.07230;2017;19;16;4;3.29160;2017
623;7;3548906;1402;Física (Licenciatura);Presencial;5;4.24890;2017;3;3;4;3.33090;2017
624;7;3548906;702;Matemática (Licenciatura);Presencial;4;3.10490;2017;26;18;4;3.27710;2017
626;7;3548906;23;Enfermagem;Presencial;5;4.30080;2016;33;33;4;3.57540;2016
627;7;3548906;36;Fisioterapia;Presencial;5;4.22870;2016;13;9;4;3.37310;2016
630;7;3548906;5401;Ciências Sociais (Bacharelado);Presencial;4;3.01460;2017;94;80;4;3.08610;2017
631;7;3548906;4003;Engenharia Da Computação;Presencial;5;4.40150;2017;61;58;4;3.32720;2017
632;7;3503307;17;Agronomia;Presencial;4;3.35610;2016;81;73;4;3.35070;2016
635;7;3548906;3502;Educação Física (Licenciatura);Presencial;5;4.35490;2017;27;25;4;3.33400;2017
637;7;3548906;702;Matemática (Licenciatura);Presencial;4;3.43410;2017;14;12;4;3.41980;2017
29672;7;3548906;906;Letras-Português E Espanhol (Licenciatura);Presencial;4;3.40780;2017;24;21;4;3.18810;2017
31302;7;3548906;905;Letras-Português E Inglês (Licenciatura);Presencial;5;4.62980;2017;24;20;4;3.65890;2017
45108;7;3548906;6306;Engenharia;Presencial;4;3.18620;2017;61;56;4;3.06380;2017
45111;7;3548906;1502;Química (Licenciatura);Presencial;4;3.70410;2017;24;22;4;3.29480;2017
81283;7;3548906;4301;Música (Licenciatura);Presencial;4;3.22370;2017;37;31;3;2.93120;2017
87564;7;3548906;6208;Engenharia De Produção;Presencial;5;4.82020;2017;196;188;4;3.24150;2017
90091;7;3548906;12;Medicina;Presencial;4;3.51310;2016;34;34;4;3.05300;2016
96401;7;3552205;1601;Ciências Biológicas (Bacharelado);Presencial;4;3.79340;2017;37;34;4;3.30040;2017
96403;7;3552205;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.91240;2017;50;47;4;2.95450;2017
96405;7;3552205;29;Turismo;Presencial;4;3.86077;2018;62;53;3;2.88278;2018
96407;7;3552205;6208;Engenharia De Produção;Presencial;4;3.60470;2017;85;81;4;3.02460;2017
96436;7;3552205;6405;Engenharia Florestal;Presencial;5;4.53220;2017;28;27;4;3.87790;2017
99189;7;3548906;3202;Filosofia (Licenciatura);Presencial;3;2.03650;2017;8;6;3;2.78340;2017
108016;7;3548906;4006;Sistemas De Informação;A Distância;4;3.29620;2017;27;24;4;3.29780;2017
109343;7;3548906;4301;Música (Licenciatura);A Distância;4;3.05430;2017;126;109;4;3.43630;2017
109353;7;3548906;2001;Pedagogia (Licenciatura);A Distância;5;4.64740;2017;139;118;4;4.41170;2017
109378;7;3548906;6307;Engenharia Ambiental;A Distância;4;3.04490;2017;34;32;3;2.90270;2017
109478;7;3548906;18;Psicologia;Presencial;5;4.71965;2018;64;62;4;3.38579;2018
112622;7;3548906;2001;Pedagogia (Licenciatura);Presencial;2;1.72930;2017;15;15;4;3.08350;2017
112676;7;3552205;13;Ciências Econômicas;Presencial;3;2.74070;2018;93;83;4;3.14309;2018
112680;7;3552205;4004;Ciência Da Computação (Bacharelado);Presencial;5;4.30630;2017;44;43;4;3.86000;2017
115076;7;3552205;2001;Pedagogia (Licenciatura);Presencial;5;4.78970;2017;58;51;4;3.73870;2017
115078;7;3503307;1602;Ciências Biológicas (Licenciatura);Presencial;3;2.71400;2017;40;40;4;3.09300;2017
115080;7;3552205;3002;Geografia (Licenciatura);Presencial;5;4.18050;2017;49;45;4;3.49150;2017
115084;7;3552205;1;Administração;Presencial;5;4.25907;2018;66;58;4;3.18632;2018
115086;7;3552205;702;Matemática (Licenciatura);Presencial;4;3.73620;2017;17;17;4;3.57920;2017
115088;7;3552205;1402;Física (Licenciatura);Presencial;4;3.47770;2017;9;8;4;3.52390;2017
115092;7;3552205;1502;Química (Licenciatura);Presencial;4;3.56680;2017;22;21;4;3.35960;2017
115096;7;3552205;1602;Ciências Biológicas (Licenciatura);Presencial;4;3.64910;2017;31;30;4;3.34930;2017
